"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,11,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,19,17,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,6,5,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,13,12,11,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,22,20,17,16,15,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37,32,29,27,23,21,20,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49,45,39,35,33,28,27,24,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,71,66,57,52,48,41,39,35,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35,31,27,25,21,20,18,16,15,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,83,73,64,59,51,47,44,37,34,31,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
107,91,85,75,66,61,53,48,45,38,35,32,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
125,112,95,89,79,69,64,55,50,47,40,38,34,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,209,186,159,149,131,115,107,92,84,78,67,63,56,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
267,251,223,199,170,159,140,123,114,98,89,83,72,66,60,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,237,223,198,177,151,141,125,109,101,87,79,74,63,59,54,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
273,250,230,217,193,172,147,137,121,106,99,85,77,72,62,57,52,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
283,260,238,220,207,184,164,140,131,116,101,94,81,74,69,59,55,50,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,283,261,239,220,207,184,165,140,132,116,102,95,81,74,69,59,57,50,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408,387,369,340,311,287,270,240,214,183,171,151,133,123,106,96,90,77,71,65,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,296,281,268,247,226,209,196,175,156,133,125,110,96,90,77,70,65,56,52,47,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
437,405,380,361,344,316,290,267,251,224,200,170,160,141,123,115,98,90,84,72,66,61,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,471,437,409,389,371,341,312,288,271,241,215,184,172,152,133,124,106,97,90,78,72,65,55,0,0,0,0,0,0,0,0,0,0,0,0,0
480,466,464,430,403,383,365,336,308,284,267,238,213,182,170,150,132,122,105,96,90,77,76,64,53,0,0,0,0,0,0,0,0,0,0,0,0
520,494,480,477,443,415,394,375,345,316,292,274,244,218,186,174,154,135,125,107,98,91,78,72,66,55,0,0,0,0,0,0,0,0,0,0,0
555,541,514,500,497,461,431,410,391,359,329,304,286,254,227,194,181,160,140,130,112,102,95,82,76,69,57,0,0,0,0,0,0,0,0,0,0
541,530,517,491,477,474,440,412,391,373,343,314,290,273,243,217,185,173,153,134,124,107,97,91,78,72,66,55,0,0,0,0,0,0,0,0,0
617,602,590,575,546,531,528,490,459,435,415,382,350,323,304,270,241,206,193,170,149,139,119,108,101,87,80,73,61,0,0,0,0,0,0,0,0
714,715,698,684,667,633,616,612,568,532,505,481,443,406,374,353,314,280,239,224,198,173,161,138,126,118,101,96,85,71,0,0,0,0,0,0,0
607,593,594,580,568,554,526,511,508,472,441,419,400,368,337,311,292,260,232,198,186,164,144,133,115,104,98,84,76,70,59,0,0,0,0,0,0
685,676,661,662,646,633,617,586,570,566,525,492,467,445,410,375,346,326,290,259,221,207,183,160,148,128,116,109,93,85,79,66,0,0,0,0,0
883,862,851,832,832,813,797,777,737,717,712,661,619,588,561,516,473,436,410,365,326,278,260,230,202,187,161,146,137,117,108,99,83,0,0,0,0
779,770,752,742,726,726,709,695,678,643,625,621,577,540,513,489,450,412,380,358,318,284,242,227,201,176,163,140,128,119,102,94,86,72,0,0,0
987,985,975,952,939,918,918,897,880,858,814,791,787,730,683,649,619,570,522,481,453,403,361,308,288,255,223,207,178,162,152,130,124,109,91,0,0
992,992,991,980,957,944,923,924,902,884,862,818,796,791,734,687,653,622,572,524,484,455,405,362,309,289,255,224,208,178,162,152,130,120,110,92,0
922,936,936,935,925,903,891,871,872,851,834,814,772,751,746,692,648,616,587,540,495,456,430,383,341,291,273,241,211,196,168,153,143,123,113,104,87
869,876,889,889,888,878,858,846,827,828,808,792,773,733,713,709,657,616,585,558,513,470,433,408,363,324,277,259,229,200,186,160,145,136,117,107,98
1141,1161,1171,1189,1189,1187,1174,1147,1131,1106,1107,1080,1059,1033,980,953,947,879,823,782,746,686,628,579,545,486,433,370,346,306,268,249,214,194,182,156,143
1050,1052,1071,1080,1096,1096,1094,1083,1057,1043,1020,1020,997,977,953,904,879,874,811,759,721,687,633,580,535,504,448,400,342,320,283,248,230,198,180,168,144
1111,1131,1133,1153,1163,1180,1180,1178,1166,1139,1123,1098,1099,1073,1052,1026,973,946,941,873,817,776,740,681,624,575,541,482,430,367,344,304,266,247,212,193,181
1394,1398,1423,1426,1451,1464,1485,1486,1483,1468,1433,1414,1383,1383,1350,1324,1291,1225,1192,1184,1099,1029,977,932,857,785,724,682,607,541,462,433,383,335,311,267,243
1248,1271,1275,1298,1300,1323,1335,1354,1355,1352,1338,1307,1289,1260,1261,1231,1207,1177,1117,1086,1080,1002,938,891,850,781,716,660,622,554,494,422,395,349,306,283,244
1514,1535,1564,1568,1597,1600,1628,1642,1666,1667,1664,1646,1607,1586,1551,1551,1514,1485,1448,1374,1337,1328,1232,1154,1096,1045,961,881,812,764,681,607,518,485,429,376,348
1568,1586,1609,1639,1643,1673,1676,1706,1721,1746,1747,1743,1726,1684,1662,1625,1625,1588,1556,1518,1441,1401,1393,1292,1210,1149,1096,1008,924,852,802,714,638,544,510,451,395
1559,1588,1607,1630,1661,1665,1695,1699,1729,1743,1769,1770,1767,1748,1707,1684,1647,1647,1608,1577,1538,1459,1419,1410,1309,1225,1164,1110,1021,935,863,812,723,645,550,515,456
1858,1865,1900,1923,1950,1987,1992,2028,2032,2068,2086,2116,2117,2113,2091,2042,2014,1970,1971,1924,1886,1840,1746,1698,1688,1566,1466,1393,1328,1221,1119,1032,972,865,772,659,617
1787,1826,1833,1867,1890,1916,1952,1957,1993,1997,2032,2050,2080,2081,2077,2055,2007,1980,1936,1937,1891,1854,1808,1716,1669,1659,1539,1441,1369,1305,1200,1100,1014,955,850,758,648
1934,2009,2053,2061,2100,2125,2155,2195,2201,2241,2246,2285,2305,2339,2340,2336,2311,2257,2226,2177,2178,2126,2085,2033,1930,1877,1865,1731,1620,1540,1468,1350,1237,1141,1074,957,853
1851,1892,1967,2009,2017,2055,2079,2109,2148,2154,2193,2197,2236,2255,2289,2290,2285,2262,2208,2178,2130,2131,2081,2040,1990,1888,1836,1826,1693,1586,1507,1436,1322,1211,1117,1052,936
