"1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,14,14,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,10,10,10,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,7,7,7,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,9,8,8,8,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,18,16,15,13,13,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,19,18,16,15,13,14,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,21,19,17,16,14,13,13,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17,15,13,12,11,10,9,8,8,8,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31,27,25,22,19,18,16,14,13,13,13,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47,42,37,34,29,25,24,21,19,18,17,18,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86,78,70,61,56,48,42,39,35,32,29,29,29,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
177,158,142,127,111,101,88,76,71,64,58,53,54,53,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
178,163,145,130,117,102,93,81,70,65,59,54,49,49,49,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,161,147,131,118,106,92,84,73,63,59,53,48,44,44,44,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
188,174,165,151,134,121,108,94,86,75,65,61,54,50,45,45,45,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,227,211,199,183,163,146,131,114,105,91,79,74,66,60,55,55,55,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345,319,300,278,263,241,215,193,173,151,138,120,104,97,87,80,73,76,73,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
297,278,257,241,224,212,194,173,155,139,121,111,96,83,78,70,64,58,58,58,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406,379,356,328,309,287,271,248,221,199,178,155,142,123,107,100,89,82,75,75,75,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413,390,364,342,316,296,275,260,238,212,191,171,149,137,118,102,96,86,79,72,72,72,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374,355,335,313,294,271,255,237,224,205,182,164,147,128,117,102,88,82,74,68,62,62,62,51,0,0,0,0,0,0,0,0,0,0,0,0,0
547,519,494,466,435,409,377,354,329,311,285,254,229,205,179,164,142,123,115,103,94,86,92,86,71,0,0,0,0,0,0,0,0,0,0,0,0
351,340,323,307,289,270,254,234,220,204,193,177,158,142,127,111,101,88,76,71,64,58,53,53,53,44,0,0,0,0,0,0,0,0,0,0,0
477,455,440,418,397,374,350,328,303,285,264,250,229,204,183,165,143,131,114,98,92,82,75,69,69,69,57,0,0,0,0,0,0,0,0,0,0
490,472,449,434,413,392,370,346,324,300,281,261,247,226,201,181,163,142,130,112,97,91,81,75,68,68,68,57,0,0,0,0,0,0,0,0,0
505,487,469,447,432,411,390,368,344,323,298,280,260,245,225,200,180,162,141,129,112,97,91,81,74,68,67,68,57,0,0,0,0,0,0,0,0
631,615,593,571,544,526,500,475,448,419,393,362,341,316,299,274,244,220,197,172,157,136,118,110,99,91,83,85,82,69,0,0,0,0,0,0,0
570,556,541,522,502,479,463,440,418,394,368,346,319,299,278,263,241,215,193,173,151,138,120,103,97,87,79,73,72,72,61,0,0,0,0,0,0
681,660,644,627,604,582,555,536,509,484,456,426,400,369,347,322,304,279,249,223,200,175,160,139,120,112,100,92,84,83,84,70,0,0,0,0,0
786,768,745,726,707,681,656,625,604,574,546,515,481,451,417,391,364,343,315,280,252,226,197,181,156,135,127,113,104,95,94,95,79,0,0,0,0
683,671,657,636,620,604,582,561,535,516,491,466,440,411,386,356,334,311,293,269,240,215,193,168,154,134,116,108,97,89,81,81,81,68,0,0,0
1001,981,964,942,913,890,867,836,805,767,741,704,670,632,590,554,511,480,446,422,387,344,310,278,242,222,192,167,156,139,128,117,121,116,97,0,0
913,896,879,863,844,818,798,777,749,721,687,664,631,600,566,529,496,458,430,399,377,346,308,277,249,217,198,172,149,139,124,114,104,103,104,87,0
902,888,872,855,840,821,796,776,756,728,702,669,646,614,584,550,514,483,446,418,389,367,337,300,270,242,211,193,167,145,136,121,111,101,101,101,85
723,712,701,688,675,663,648,628,612,596,575,554,528,510,485,461,434,406,381,352,330,307,290,266,237,213,191,166,152,132,114,107,96,88,80,79,80
1006,982,967,951,934,916,900,880,853,831,810,781,752,717,692,658,625,590,551,517,478,448,417,394,361,321,289,259,226,207,179,155,145,130,119,109,107
1145,1130,1103,1085,1068,1049,1028,1011,988,958,933,909,877,844,805,777,739,702,662,619,581,536,504,468,442,406,361,325,292,254,233,202,175,163,146,134,122
1087,1078,1063,1038,1021,1005,987,968,951,930,901,879,856,825,794,757,731,695,661,623,582,546,505,474,440,416,381,340,305,274,239,219,189,164,154,137,126
1257,1236,1225,1209,1180,1161,1143,1122,1100,1081,1057,1025,999,973,938,903,861,832,790,751,708,662,621,574,539,500,473,433,386,347,311,271,249,215,186,174,156
1232,1217,1197,1187,1171,1143,1125,1107,1087,1066,1048,1024,993,967,942,908,875,834,806,766,728,686,641,602,556,522,485,458,420,374,336,302,263,241,209,180,169
1546,1522,1504,1479,1466,1447,1412,1390,1368,1343,1317,1294,1265,1226,1196,1164,1122,1081,1030,995,946,899,848,792,744,686,645,599,566,519,462,415,373,325,298,258,223
1856,1847,1818,1797,1767,1752,1728,1687,1660,1634,1605,1573,1546,1511,1465,1428,1391,1341,1291,1231,1189,1130,1075,1013,947,889,820,771,716,676,621,552,497,446,389,356,308
1740,1721,1713,1687,1666,1639,1625,1603,1565,1540,1516,1488,1459,1434,1402,1359,1324,1290,1243,1198,1141,1103,1048,996,939,878,824,761,714,663,627,575,512,460,413,360,330
1854,1844,1824,1816,1788,1766,1737,1722,1699,1658,1632,1606,1577,1546,1520,1486,1440,1404,1367,1318,1269,1210,1169,1111,1056,996,930,873,806,757,703,665,609,543,488,438,381
2052,2032,2021,1999,1990,1959,1936,1903,1887,1862,1817,1788,1760,1728,1695,1665,1628,1578,1538,1498,1444,1391,1326,1281,1218,1157,1091,1020,957,884,830,771,728,668,595,534,480
2135,2109,2089,2077,2055,2045,2014,1990,1957,1940,1914,1868,1838,1809,1777,1742,1712,1674,1622,1581,1540,1485,1430,1363,1317,1252,1189,1122,1048,984,909,853,793,749,687,612,549
2336,2327,2299,2277,2264,2240,2229,2195,2168,2132,2114,2085,2036,2003,1972,1936,1898,1866,1824,1768,1723,1678,1618,1558,1485,1435,1364,1297,1223,1142,1073,990,930,864,816,749,667
2466,2447,2438,2408,2385,2372,2346,2335,2299,2272,2234,2215,2185,2133,2099,2066,2029,1989,1955,1911,1852,1805,1758,1695,1632,1556,1503,1429,1358,1281,1197,1123,1037,974,905,855,784
2456,2445,2426,2417,2387,2364,2351,2326,2315,2279,2252,2215,2195,2166,2114,2081,2048,2011,1972,1938,1894,1836,1790,1743,1680,1618,1543,1490,1417,1346,1270,1186,1114,1028,965,897,848
2821,2799,2786,2765,2754,2721,2695,2680,2650,2638,2598,2566,2524,2502,2468,2410,2371,2334,2292,2247,2208,2159,2093,2040,1987,1915,1844,1758,1699,1615,1534,1447,1352,1269,1172,1100,1022
2657,2640,2619,2607,2587,2577,2546,2522,2508,2480,2469,2431,2402,2362,2342,2310,2255,2219,2184,2145,2104,2067,2021,1959,1909,1860,1793,1727,1646,1590,1512,1436,1355,1266,1189,1097,1030
2869,2867,2849,2826,2814,2792,2781,2748,2721,2706,2677,2665,2623,2592,2549,2527,2493,2434,2395,2357,2315,2270,2230,2180,2114,2060,2006,1934,1863,1776,1716,1631,1550,1462,1366,1282,1184
2811,2793,2791,2773,2751,2739,2718,2708,2675,2649,2635,2605,2594,2554,2523,2481,2460,2427,2369,2332,2295,2253,2210,2171,2123,2058,2006,1954,1883,1814,1729,1670,1588,1509,1423,1329,1248
2876,2882,2863,2862,2844,2821,2808,2787,2776,2742,2716,2701,2672,2660,2619,2587,2544,2522,2488,2429,2391,2353,2310,2265,2226,2176,2110,2056,2003,1931,1859,1773,1713,1628,1547,1459,1363
2815,2818,2825,2806,2805,2787,2765,2753,2732,2721,2688,2662,2648,2618,2607,2567,2536,2494,2472,2439,2381,2343,2306,2265,2221,2182,2133,2068,2016,1963,1893,1823,1738,1679,1596,1516,1430
2892,2884,2888,2894,2875,2874,2855,2833,2820,2798,2787,2753,2727,2712,2682,2671,2629,2598,2554,2532,2498,2439,2401,2362,2320,2275,2236,2185,2118,2065,2011,1939,1867,1780,1720,1635,1554
3207,3193,3185,3189,3196,3175,3174,3154,3128,3114,3091,3079,3041,3012,2995,2963,2950,2904,2869,2821,2797,2759,2694,2651,2609,2562,2512,2469,2413,2339,2280,2221,2141,2062,1966,1899,1805
2999,3000,2988,2980,2984,2990,2971,2969,2950,2927,2914,2891,2880,2845,2818,2802,2772,2760,2717,2684,2640,2617,2582,2520,2481,2441,2397,2351,2310,2258,2189,2134,2078,2003,1929,1839,1777
2917,2914,2915,2902,2895,2898,2905,2886,2885,2866,2843,2831,2809,2798,2764,2737,2722,2692,2681,2639,2607,2564,2542,2508,2448,2409,2371,2328,2283,2244,2193,2126,2073,2019,1946,1874,1787
3300,3300,3296,3298,3284,3275,3279,3286,3265,3264,3243,3217,3202,3178,3166,3127,3097,3080,3046,3033,2986,2950,2901,2876,2837,2770,2726,2682,2634,2583,2539,2481,2406,2345,2284,2202,2120
3227,3215,3215,3211,3212,3199,3191,3195,3202,3181,3179,3159,3134,3120,3096,3084,3046,3017,3000,2967,2955,2909,2874,2826,2801,2764,2698,2656,2613,2566,2517,2473,2417,2344,2284,2225,2145
3557,3561,3548,3548,3544,3545,3530,3521,3525,3533,3510,3509,3486,3458,3443,3416,3403,3361,3329,3311,3275,3261,3210,3171,3119,3091,3050,2978,2931,2884,2832,2777,2729,2668,2586,2521,2455
3722,3715,3720,3706,3706,3702,3703,3688,3678,3683,3691,3667,3665,3641,3613,3597,3569,3555,3511,3478,3459,3421,3406,3353,3313,3258,3229,3187,3111,3062,3012,2959,2901,2851,2787,2702,2633
4123,4102,4094,4099,4084,4083,4079,4080,4063,4053,4058,4067,4040,4038,4012,3981,3963,3932,3917,3869,3832,3811,3770,3753,3695,3650,3590,3558,3511,3428,3373,3319,3260,3197,3141,3071,2977
4276,4277,4255,4246,4251,4236,4236,4231,4233,4215,4204,4209,4218,4191,4189,4162,4129,4111,4079,4064,4014,3975,3954,3910,3893,3833,3787,3724,3691,3643,3556,3500,3444,3382,3316,3259,3186
4536,4528,4530,4506,4497,4502,4486,4485,4480,4482,4463,4452,4457,4467,4438,4436,4408,4373,4354,4320,4304,4251,4210,4187,4141,4123,4059,4010,3944,3909,3858,3766,3706,3647,3581,3512,3451
4558,4569,4561,4563,4539,4530,4535,4519,4518,4513,4515,4496,4485,4490,4500,4471,4469,4440,4405,4386,4352,4335,4282,4241,4218,4171,4154,4089,4040,3973,3938,3886,3793,3734,3674,3608,3538
4595,4604,4615,4607,4609,4585,4576,4581,4565,4564,4559,4561,4542,4531,4536,4546,4517,4514,4485,4450,4430,4396,4380,4326,4284,4261,4214,4196,4131,4081,4014,3978,3926,3832,3772,3711,3645
5196,5212,5223,5235,5226,5229,5201,5190,5197,5178,5177,5171,5174,5152,5139,5145,5157,5123,5121,5088,5048,5026,4986,4968,4907,4860,4834,4780,4760,4686,4629,4553,4513,4454,4347,4279,4210
5177,5184,5200,5210,5223,5213,5216,5188,5178,5184,5165,5164,5159,5160,5139,5126,5132,5144,5110,5108,5075,5035,5013,4974,4956,4895,4847,4822,4768,4748,4674,4617,4542,4502,4443,4336,4268
5830,5847,5855,5872,5884,5899,5888,5891,5860,5848,5855,5834,5833,5827,5829,5805,5791,5797,5810,5773,5770,5733,5688,5663,5619,5598,5529,5476,5447,5387,5363,5280,5217,5131,5085,5019,4898
5975,6028,6045,6054,6072,6084,6099,6088,6091,6059,6047,6054,6032,6031,6025,6027,6002,5987,5994,6007,5969,5966,5927,5881,5855,5810,5788,5717,5661,5632,5569,5546,5460,5394,5305,5258,5190
5731,5780,5831,5848,5856,5873,5886,5900,5889,5893,5861,5849,5856,5835,5835,5828,5830,5806,5792,5799,5811,5774,5771,5734,5690,5664,5620,5600,5530,5477,5448,5388,5365,5282,5218,5132,5087
5863,5979,6030,6083,6101,6109,6127,6140,6155,6144,6147,6114,6102,6109,6087,6087,6080,6082,6057,6042,6049,6062,6024,6021,5982,5936,5909,5863,5842,5770,5713,5684,5621,5597,5510,5443,5354
6150,6280,6405,6460,6517,6536,6544,6564,6578,6594,6582,6586,6550,6537,6545,6521,6521,6513,6516,6489,6474,6481,6495,6453,6450,6408,6359,6331,6281,6258,6181,6121,6089,6021,5996,5903,5832
6274,6263,6396,6523,6579,6637,6656,6665,6685,6699,6716,6704,6707,6671,6658,6666,6642,6641,6633,6636,6609,6593,6601,6615,6572,6570,6527,6477,6448,6397,6374,6296,6234,6202,6133,6107,6012
6284,6352,6340,6474,6602,6659,6718,6738,6746,6767,6781,6798,6786,6789,6753,6739,6747,6723,6722,6715,6718,6690,6674,6682,6696,6653,6650,6607,6556,6527,6475,6453,6373,6310,6278,6208,6182
6195,6274,6342,6334,6465,6594,6650,6709,6729,6737,6758,6773,6789,6777,6781,6744,6730,6739,6714,6714,6706,6709,6681,6666,6673,6687,6644,6642,6598,6548,6519,6467,6445,6365,6302,6270,6200
6176,6247,6327,6394,6388,6521,6650,6707,6766,6786,6795,6815,6830,6847,6834,6838,6801,6787,6796,6772,6771,6763,6766,6738,6723,6730,6744,6701,6698,6655,6604,6574,6522,6500,6419,6356,6324
